Class Name,Season,Section,Class Number,Meeting Time,Location,Instructor,Insutructor Url,Syllabus Url
IS 430,Fall 2015-2016,Section:711,Class number:11946,Meeting time:-,Location:N/AatOnline Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11946&fid=299052
IS 430,Summer II 2014-2015,Section:501,Class number:41054,Meeting time:TuTh5:45PM-9:00PM,Location:CDM 00226atLoop Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20155&ClassNbr=41054&fid=409348
IS 430,Summer II 2014-2015,Section:510,Class number:41055,Meeting time:-,Location:N/AatOnline Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20155&ClassNbr=41055&fid=409348
IS 430,Spring 2014-2015,Section:901,Class number:30332,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01105atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30332&fid=299052
IS 430,Spring 2014-2015,Section:910,Class number:30333,Meeting time:-,Location:N/AatOnline Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30333&fid=299052
IS 430,Winter 2014-2015,Section:801,Class number:20466,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01107atLoop Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20466&fid=409348
IS 430,Winter 2014-2015,Section:810,Class number:20468,Meeting time:-,Location:N/AatOnline Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20468&fid=409348
IS 430,Fall 2014-2015,Section:701,Class number:10239,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01509atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10239&fid=299052
IS 430,Fall 2014-2015,Section:702,Class number:18182,Meeting time:Tu5:45PM-9:00PM,Location:LEWIS 01509atLoop Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=18182&fid=409348
IS 430,Fall 2014-2015,Section:710,Class number:10615,Meeting time:-,Location:N/AatOnline Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10615&fid=299052
IS 430,Fall 2014-2015,Section:711,Class number:18183,Meeting time:-,Location:N/AatOnline Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=18183&fid=409348
IS 430,Summer 10 week 2013-2014,Section:201,Class number:40987,Meeting time:Th5:45PM-9:00PM,Location:CDM 00226atLoop Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20146&ClassNbr=40987&fid=409348
IS 430,Summer 10 week 2013-2014,Section:210,Class number:40988,Meeting time:-,Location:N/AatOnline Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20146&ClassNbr=40988&fid=409348
IS 430,Spring 2013-2014,Section:901,Class number:30404,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01214atLoop Campus,Olayele Adelakun,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=193,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30404&fid=3096
IS 430,Spring 2013-2014,Section:920,Class number:30405,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30405&fid=1578
IS 430,Winter 2013-2014,Section:801,Class number:20577,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01001atLoop Campus,Laura McFall,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=641,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20577&fid=299479
IS 430,Winter 2013-2014,Section:820,Class number:20579,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20579&fid=1578
IS 430,Fall 2013-2014,Section:701,Class number:11186,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01509atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11186&fid=299052
IS 430,Fall 2013-2014,Section:710,Class number:15794,Meeting time:-,Location:N/AatOnline Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=15794&fid=299052
IS 430,Summer 10 week 2012-2013,Section:201,Class number:41289,Meeting time:Th6:00PM-9:15PM,Location:CDM 00226atLoop Campus,Laura McFall,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=641,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20136&ClassNbr=41289&fid=299479
IS 430,Summer 10 week 2012-2013,Section:210,Class number:41290,Meeting time:-,Location:N/AatOnline Campus,Laura McFall,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=641,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20136&ClassNbr=41290&fid=299479
IS 430,Spring 2012-2013,Section:901,Class number:35322,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01214atLoop Campus,Olayele Adelakun,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=193,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35322&fid=3096
IS 430,Spring 2012-2013,Section:920,Class number:35323,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35323&fid=1578
IS 430,Winter 2012-2013,Section:801,Class number:26036,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01001atLoop Campus,Laura McFall,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=641,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=26036&fid=299479
IS 430,Winter 2012-2013,Section:820,Class number:26038,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=26038&fid=1578
IS 430,Fall 2012-2013,Section:701,Class number:15234,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01509atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=15234&fid=299052
IS 430,Fall 2012-2013,Section:720,Class number:15235,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=15235&fid=1578
IS 430,Summer I 2011-2012,Section:201,Class number:41879,Meeting time:TuTh6:00PM-9:15PM,Location:CDM 00226atLoop Campus,Olayele Adelakun,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=193,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20124&ClassNbr=41879&fid=3096
IS 430,Summer I 2011-2012,Section:210,Class number:41880,Meeting time:-,Location:N/AatOnline Campus,Olayele Adelakun,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=193,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20124&ClassNbr=41880&fid=3096
IS 430,Spring 2011-2012,Section:901,Class number:34659,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01007atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=34659&fid=299052
IS 430,Spring 2011-2012,Section:920,Class number:34666,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=34666&fid=1578
IS 430,Winter 2011-2012,Section:801,Class number:24958,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01513atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=24958&fid=299052
IS 430,Winter 2011-2012,Section:820,Class number:24965,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=24965&fid=1578
IS 430,Fall 2011-2012,Section:701,Class number:15660,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01509atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15660&fid=299052
IS 430,Fall 2011-2012,Section:720,Class number:15661,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15661&fid=1578
IS 430,Summer I 2010-2011,Section:201,Class number:41566,Meeting time:TuTh6:00PM-9:15PM,Location:CDM 00226atLoop Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20114&ClassNbr=41566&fid=409348
IS 430,Summer I 2010-2011,Section:210,Class number:41567,Meeting time:-,Location:N/AatOnline Campus,James Nowotarski,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=333,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20114&ClassNbr=41567&fid=409348
IS 430,Spring 2010-2011,Section:901,Class number:34390,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01007atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=34390&fid=299052
IS 430,Spring 2010-2011,Section:920,Class number:34481,Meeting time:-,Location:N/AatOnline Campus,Linda Knight,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=540,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=34481&fid=1578
IS 430,Winter 2010-2011,Section:801,Class number:25261,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01513atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25261&fid=299052
IS 430,Winter 2010-2011,Section:810,Class number:25262,Meeting time:-,Location:N/AatOnline Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25262&fid=299052
IS 430,Fall 2010-2011,Section:701,Class number:15444,Meeting time:W5:45PM-9:00PM,Location:CDM 00226atLoop Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=15444&fid=299052
IS 430,Fall 2010-2011,Section:710,Class number:15445,Meeting time:-,Location:N/AatOnline Campus,David Lee,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=578,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=15445&fid=299052
IS 483,Winter 2015-2016,Section:801,Class number:22815,Meeting time:Tu5:45PM-9:00PM,Location:LEWIS 01516atLoop Campus,Rajeev Kumar,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1265,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22815&fid=686045
IS 483,Winter 2015-2016,Section:810,Class number:22816,Meeting time:-,Location:N/AatOnline Campus,Rajeev Kumar,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1265,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22816&fid=686045
IS 483,Winter 2014-2015,Section:801,Class number:20602,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01110atLoop Campus,Kumail Razvi,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=533,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20602&fid=269467
IS 483,Winter 2014-2015,Section:810,Class number:20603,Meeting time:-,Location:N/AatOnline Campus,Kumail Razvi,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=533,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20603&fid=269467
IS 483,Winter 2013-2014,Section:801,Class number:25359,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01214atLoop Campus,John Fisher,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=145,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=25359&fid=193697
IS 483,Winter 2013-2014,Section:810,Class number:25360,Meeting time:-,Location:N/AatOnline Campus,John Fisher,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=145,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=25360&fid=193697
IS 483,Winter 2011-2012,Section:801,Class number:24482,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01509atLoop Campus,John Fisher,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=145,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=24482&fid=193697
IS 483,Winter 2011-2012,Section:810,Class number:24483,Meeting time:-,Location:N/AatOnline Campus,John Fisher,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=145,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=24483&fid=193697
IS 483,Winter 2010-2011,Section:801,Class number:25230,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01507atLoop Campus,John Fisher,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=145,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25230&fid=193697
IS 483,Winter 2010-2011,Section:810,Class number:25231,Meeting time:-,Location:N/AatOnline Campus,John Fisher,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=145,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25231&fid=193697
ACC 541,Winter 2015-2016,Section:201,Class number:24842,Meeting time:M6:00PM-9:15PM,Location:N/AatLoop Campus,,,
ACC 541,Winter 2015-2016,Section:215,Class number:24843,Meeting time:TuTh1:30PM-3:00PM,Location:N/AatLoop Campus,,,
ACC 541,Fall 2015-2016,Section:101,Class number:10800,Meeting time:M6:00PM-9:15PM,Location:LEWIS 01006atLoop Campus,,,
ACC 541,Fall 2015-2016,Section:140,Class number:10801,Meeting time:-,Location:N/AatOnline Campus,,,
ACC 541,Spring 2014-2015,Section:301,Class number:32499,Meeting time:Tu6:00PM-9:15PM,Location:LEWIS 00106atLoop Campus,,,
ACC 541,Winter 2014-2015,Section:201,Class number:22663,Meeting time:M6:00PM-9:15PM,Location:LEWIS 01103atLoop Campus,,,
ACC 541,Winter 2014-2015,Section:215,Class number:22664,Meeting time:TuTh1:30PM-3:00PM,Location:LEWIS 01212atLoop Campus,,,
ACC 541,Fall 2014-2015,Section:101,Class number:16098,Meeting time:Tu6:00PM-9:15PM,Location:DPAUL 07601atLoop Campus,,,
ACC 541,Fall 2014-2015,Section:140,Class number:16100,Meeting time:-,Location:N/AatOnline Campus,,,
ACC 541,Spring 2013-2014,Section:301,Class number:36345,Meeting time:Tu6:00PM-9:15PM,Location:LEWIS 00107atLoop Campus,,,
ACC 541,Winter 2013-2014,Section:201,Class number:25755,Meeting time:Tu6:00PM-9:15PM,Location:DPAUL 08206atLoop Campus,,,
ACC 541,Winter 2013-2014,Section:215,Class number:25756,Meeting time:TuTh1:30PM-3:00PM,Location:DPAUL 05901atLoop Campus,,,
ACC 541,Fall 2013-2014,Section:101,Class number:15117,Meeting time:Tu6:00PM-9:15PM,Location:LEWIS 01105atLoop Campus,,,
ACC 541,Fall 2013-2014,Section:102,Class number:15118,Meeting time:Th6:00PM-9:15PM,Location:LEWIS 00104atLoop Campus,,,
ACC 541,Winter 2012-2013,Section:201,Class number:24242,Meeting time:Tu6:00PM-9:15PM,Location:DPAUL 08002atLoop Campus,,,
ACC 541,Winter 2012-2013,Section:215,Class number:24241,Meeting time:TuTh1:30PM-3:00PM,Location:14EAS 00412atLoop Campus,,,
ACC 541,Fall 2012-2013,Section:101,Class number:13884,Meeting time:Tu6:00PM-9:15PM,Location:LEWIS 01103atLoop Campus,,,
ACC 541,Fall 2012-2013,Section:102,Class number:13885,Meeting time:Th5:45PM-9:00PM,Location:DPAUL 0C100atLoop Campus,,,
ACC 541,Fall 2012-2013,Section:140,Class number:13886,Meeting time:-,Location:N/AatOnline Campus,,,
ACC 541,Winter 2011-2012,Section:201,Class number:23240,Meeting time:Tu6:00PM-9:15PM,Location:DPAUL 08010atLoop Campus,,,
ACC 541,Fall 2011-2012,Section:101,Class number:13549,Meeting time:Tu6:00PM-9:15PM,Location:DPAUL 06302atLoop Campus,,,
ACC 541,Fall 2011-2012,Section:102,Class number:13550,Meeting time:Th5:45PM-9:00PM,Location:DPAUL 08208atLoop Campus,,,
ACC 541,Fall 2011-2012,Section:140,Class number:13551,Meeting time:-,Location:N/AatOnline Campus,,,
ACC 541,Winter 2010-2011,Section:201,Class number:24381,Meeting time:Tu6:00PM-9:15PM,Location:DPAUL 08207atLoop Campus,,,
ACC 541,Fall 2010-2011,Section:101,Class number:13555,Meeting time:Tu6:00PM-9:15PM,Location:DPAUL 07601atLoop Campus,,,
ACC 541,Fall 2010-2011,Section:102,Class number:16484,Meeting time:Tu5:45PM-9:00PM,Location:DPAUL 08011atLoop Campus,,,
ACC 541,Fall 2010-2011,Section:140,Class number:13556,Meeting time:-,Location:OFFCA MPUSatOnline Campus,,,
ACC 547,Winter 2015-2016,Section:201,Class number:24848,Meeting time:Th5:45PM-9:00PM,Location:N/AatLoop Campus,,,
ACC 547,Winter 2015-2016,Section:240,Class number:24849,Meeting time:-,Location:N/AatOnline Campus,,,
ACC 547,Fall 2015-2016,Section:101,Class number:10803,Meeting time:W6:00PM-9:15PM,Location:DPAUL 08010atLoop Campus,,,
ACC 547,Spring 2014-2015,Section:301,Class number:32407,Meeting time:W6:00PM-9:15PM,Location:DPAUL 08207atLoop Campus,,,
ACC 547,Winter 2014-2015,Section:201,Class number:22670,Meeting time:MW3:10PM-4:40PM,Location:14EAS 00412atLoop Campus,,,
ACC 547,Winter 2014-2015,Section:240,Class number:22671,Meeting time:-,Location:N/AatOnline Campus,,,
ACC 547,Fall 2014-2015,Section:101,Class number:16103,Meeting time:W6:00PM-9:15PM,Location:DPAUL 05902atLoop Campus,,,
ACC 547,Spring 2013-2014,Section:301,Class number:35630,Meeting time:W6:00PM-9:15PM,Location:LEWIS 01110atLoop Campus,,,
ACC 547,Winter 2013-2014,Section:201,Class number:25822,Meeting time:M6:00PM-9:15PM,Location:14EAS 00604atLoop Campus,,,
ACC 547,Winter 2013-2014,Section:240,Class number:25823,Meeting time:-,Location:N/AatOnline Campus,,,
ACC 547,Fall 2013-2014,Section:101,Class number:15129,Meeting time:W6:00PM-9:15PM,Location:LEWIS 01102atLoop Campus,,,
ACC 547,Spring 2012-2013,Section:301,Class number:34058,Meeting time:W6:00PM-9:15PM,Location:DPAUL 08211atLoop Campus,,,
ACC 547,Spring 2012-2013,Section:315,Class number:34059,Meeting time:TuTh1:30PM-3:00PM,Location:DPAUL 08205atLoop Campus,,,
ACC 547,Winter 2012-2013,Section:201,Class number:24256,Meeting time:M6:00PM-9:15PM,Location:14EAS 00607atLoop Campus,,,
ACC 547,Winter 2012-2013,Section:240,Class number:24257,Meeting time:-,Location:N/AatOnline Campus,,,
ACC 547,Fall 2012-2013,Section:101,Class number:13889,Meeting time:W6:00PM-9:15PM,Location:DPAUL 05902atLoop Campus,,,
ACC 547,Spring 2011-2012,Section:301,Class number:34221,Meeting time:Tu6:00PM-9:15PM,Location:14EAS 00607atLoop Campus,,,
ACC 547,Winter 2011-2012,Section:201,Class number:23245,Meeting time:M6:00PM-9:15PM,Location:DPAUL 08009atLoop Campus,,,
ACC 547,Fall 2011-2012,Section:101,Class number:13558,Meeting time:W6:00PM-9:15PM,Location:LEWIS 01408atLoop Campus,,,
ACC 547,Summer I 2010-2011,Section:201,Class number:40743,Meeting time:MW5:45PM-9:00PM,Location:DPAUL 08205atLoop Campus,,,
ACC 547,Spring 2010-2011,Section:301,Class number:33745,Meeting time:Tu6:00PM-9:15PM,Location:DPAUL 07601atLoop Campus,,,
ACC 547,Winter 2010-2011,Section:201,Class number:24385,Meeting time:M6:00PM-9:15PM,Location:DPAUL 06308atLoop Campus,,,
ACC 547,Fall 2010-2011,Section:101,Class number:13559,Meeting time:W6:00PM-9:15PM,Location:LEWIS 01716atLoop Campus,,,
CSC 439,Spring 2014-2015,Section:901,Class number:37100,Meeting time:M5:45PM-9:00PM,Location:CDM 00214atLoop Campus,Karen Heart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=577,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=37100&fid=290873
CSC 439,Spring 2014-2015,Section:910,Class number:37101,Meeting time:-,Location:N/AatOnline Campus,Karen Heart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=577,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=37101&fid=290873
CSC 439,Winter 2013-2014,Section:801,Class number:25434,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01007atLoop Campus,Radha Jagadeesan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=348,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=25434&fid=425227
CSC 439,Winter 2013-2014,Section:810,Class number:25435,Meeting time:-,Location:N/AatOnline Campus,Radha Jagadeesan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=348,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=25435&fid=425227
CSC 439,Fall 2012-2013,Section:701,Class number:14502,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01511atLoop Campus,Radha Jagadeesan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=348,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=14502&fid=425227
CSC 439,Fall 2012-2013,Section:710,Class number:14636,Meeting time:-,Location:N/AatOnline Campus,Radha Jagadeesan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=348,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=14636&fid=425227
CSC 439,Fall 2011-2012,Section:701,Class number:15445,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01009atLoop Campus,Radha Jagadeesan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=348,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15445&fid=425227
CSC 439,Fall 2011-2012,Section:710,Class number:15446,Meeting time:-,Location:N/AatOnline Campus,Radha Jagadeesan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=348,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15446&fid=425227
CSC 439,Winter 2010-2011,Section:801,Class number:25580,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01009atLoop Campus,Radha Jagadeesan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=348,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25580&fid=425227
CSC 439,Winter 2010-2011,Section:810,Class number:25581,Meeting time:-,Location:N/AatOnline Campus,Radha Jagadeesan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=348,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25581&fid=425227
CSC 440,Winter 2015-2016,Section:801,Class number:22966,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01513atLoop Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22966&fid=299338
CSC 440,Winter 2015-2016,Section:810,Class number:22967,Meeting time:-,Location:N/AatOnline Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22967&fid=299338
CSC 440,Winter 2014-2015,Section:801,Class number:26603,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01513atLoop Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=26603&fid=299338
CSC 440,Winter 2014-2015,Section:810,Class number:26604,Meeting time:-,Location:N/AatOnline Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=26604&fid=299338
CSC 440,Winter 2012-2013,Section:801,Class number:24239,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01009atLoop Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24239&fid=299338
