Class Name,Season,Section,Class Number,Meeting Time,Location,Instructor,Insutructor Url,Syllabus Url
CSC 440,Winter 2012-2013,Section:810,Class number:24240,Meeting time:-,Location:N/AatOnline Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24240&fid=299338
CSC 440,Winter 2011-2012,Section:801,Class number:23742,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01009atLoop Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=23742&fid=299338
CSC 440,Winter 2011-2012,Section:810,Class number:23743,Meeting time:-,Location:N/AatOnline Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=23743&fid=299338
CSC 440,Winter 2010-2011,Section:801,Class number:23613,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01009atLoop Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=23613&fid=299338
CSC 440,Winter 2010-2011,Section:810,Class number:23822,Meeting time:-,Location:N/AatOnline Campus,Marcus Schaefer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=101,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=23822&fid=299338
CSC 536,Spring 2014-2015,Section:901,Class number:30472,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01511atLoop Campus,Ljubomir Perkovic,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=188,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30472&fid=300081
CSC 536,Spring 2014-2015,Section:910,Class number:30473,Meeting time:-,Location:N/AatOnline Campus,Ljubomir Perkovic,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=188,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30473&fid=300081
CSC 536,Spring 2013-2014,Section:901,Class number:30573,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01511atLoop Campus,Ljubomir Perkovic,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=188,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30573&fid=300081
CSC 536,Spring 2013-2014,Section:910,Class number:30574,Meeting time:-,Location:N/AatOnline Campus,Ljubomir Perkovic,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=188,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30574&fid=300081
CSC 536,Spring 2012-2013,Section:901,Class number:35749,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01511atLoop Campus,Ljubomir Perkovic,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=188,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35749&fid=300081
CSC 536,Spring 2012-2013,Section:910,Class number:35750,Meeting time:-,Location:N/AatOnline Campus,Ljubomir Perkovic,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=188,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35750&fid=300081
CSC 536,Spring 2010-2011,Section:901,Class number:35411,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01009atLoop Campus,Atef Bader,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=259,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35411&fid=359814
CSC 536,Spring 2010-2011,Section:910,Class number:35412,Meeting time:-,Location:N/AatOnline Campus,Atef Bader,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=259,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35412&fid=359814
ECT 582,Fall 2015-2016,Section:701,Class number:11254,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01108atLoop Campus,Ellis Confer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=238,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11254&fid=346680
ECT 582,Fall 2015-2016,Section:710,Class number:11255,Meeting time:-,Location:N/AatOnline Campus,Ellis Confer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=238,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11255&fid=346680
ECT 582,Fall 2014-2015,Section:701,Class number:10092,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01108atLoop Campus,Ellis Confer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=238,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10092&fid=346680
ECT 582,Fall 2014-2015,Section:710,Class number:10093,Meeting time:-,Location:N/AatOnline Campus,Ellis Confer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=238,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10093&fid=346680
ECT 582,Fall 2013-2014,Section:701,Class number:11007,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01108atLoop Campus,Ellis Confer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=238,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11007&fid=346680
ECT 582,Fall 2013-2014,Section:710,Class number:11008,Meeting time:-,Location:N/AatOnline Campus,Ellis Confer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=238,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11008&fid=346680
ECT 582,Fall 2012-2013,Section:701,Class number:14782,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01108atLoop Campus,Kumail Razvi,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=533,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=14782&fid=269467
ECT 582,Fall 2012-2013,Section:710,Class number:14783,Meeting time:-,Location:N/AatOnline Campus,Kumail Razvi,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=533,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=14783&fid=269467
ECT 582,Fall 2011-2012,Section:701,Class number:14991,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01110atLoop Campus,Kumail Razvi,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=533,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=14991&fid=269467
ECT 582,Fall 2011-2012,Section:710,Class number:14992,Meeting time:-,Location:N/AatOnline Campus,Kumail Razvi,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=533,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=14992&fid=269467
ECT 582,Fall 2010-2011,Section:701,Class number:15130,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01110atLoop Campus,Ellis Confer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=238,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=15130&fid=346680
ECT 582,Fall 2010-2011,Section:710,Class number:15131,Meeting time:-,Location:N/AatOnline Campus,Ellis Confer,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=238,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=15131&fid=346680
IS 506,Winter 2015-2016,Section:801,Class number:22510,Meeting time:W5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22510&fid=231654
IS 506,Winter 2015-2016,Section:810,Class number:22511,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22511&fid=231654
IS 506,Summer II 2014-2015,Section:501,Class number:41062,Meeting time:MW5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20155&ClassNbr=41062&fid=231654
IS 506,Summer II 2014-2015,Section:510,Class number:41063,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20155&ClassNbr=41063&fid=231654
IS 506,Winter 2014-2015,Section:801,Class number:20260,Meeting time:W5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20260&fid=231654
IS 506,Winter 2014-2015,Section:810,Class number:20261,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20261&fid=231654
IS 506,Summer II 2013-2014,Section:501,Class number:40993,Meeting time:MW5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20145&ClassNbr=40993&fid=231654
IS 506,Summer II 2013-2014,Section:510,Class number:40994,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20145&ClassNbr=40994&fid=231654
IS 506,Winter 2013-2014,Section:801,Class number:20313,Meeting time:W5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20313&fid=231654
IS 506,Winter 2013-2014,Section:810,Class number:20314,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20314&fid=231654
IS 506,Summer II 2012-2013,Section:501,Class number:41296,Meeting time:MW5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20135&ClassNbr=41296&fid=231654
IS 506,Summer II 2012-2013,Section:510,Class number:41297,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20135&ClassNbr=41297&fid=231654
IS 506,Winter 2012-2013,Section:801,Class number:24810,Meeting time:W5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24810&fid=231654
IS 506,Winter 2012-2013,Section:810,Class number:24811,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24811&fid=231654
IS 506,Summer II 2011-2012,Section:501,Class number:41933,Meeting time:MW6:00PM-9:15PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20125&ClassNbr=41933&fid=231654
IS 506,Summer II 2011-2012,Section:510,Class number:41934,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20125&ClassNbr=41934&fid=231654
IS 506,Winter 2011-2012,Section:801,Class number:24492,Meeting time:W5:45PM-9:00PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=24492&fid=231654
IS 506,Winter 2011-2012,Section:810,Class number:24495,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=24495&fid=231654
IS 506,Summer II 2010-2011,Section:501,Class number:41521,Meeting time:MW6:00PM-9:15PM,Location:CDM 00220atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20115&ClassNbr=41521&fid=231654
IS 506,Summer II 2010-2011,Section:510,Class number:41522,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20115&ClassNbr=41522&fid=231654
IS 506,Spring 2010-2011,Section:901,Class number:34211,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00216atLoop Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=34211&fid=231654
IS 506,Spring 2010-2011,Section:910,Class number:34212,Meeting time:-,Location:N/AatOnline Campus,Mary Sandy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=413,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=34212&fid=231654
SE 430,Winter 2015-2016,Section:801,Class number:22346,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01507atLoop Campus,Kyung Yu,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=240,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22346&fid=273369
SE 430,Winter 2015-2016,Section:810,Class number:22347,Meeting time:-,Location:N/AatOnline Campus,Kyung Yu,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=240,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22347&fid=273369
SE 430,Fall 2015-2016,Section:701,Class number:11265,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01516atLoop Campus,Dennis Mumaugh,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=171,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11265&fid=317256
SE 430,Fall 2015-2016,Section:710,Class number:11266,Meeting time:-,Location:N/AatOnline Campus,Dennis Mumaugh,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=171,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11266&fid=317256
SE 430,Summer 10 week 2014-2015,Section:201,Class number:41338,Meeting time:M5:45PM-9:00PM,Location:CDM 00218atLoop Campus,Harold Streeter,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=273,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20156&ClassNbr=41338&fid=360499
SE 430,Summer 10 week 2014-2015,Section:210,Class number:41339,Meeting time:-,Location:N/AatOnline Campus,Harold Streeter,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=273,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20156&ClassNbr=41339&fid=360499
SE 430,Winter 2014-2015,Section:801,Class number:20073,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01507atLoop Campus,Christopher Hield,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=391,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20073&fid=69823
SE 430,Winter 2014-2015,Section:810,Class number:20074,Meeting time:-,Location:N/AatOnline Campus,Christopher Hield,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=391,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20074&fid=69823
SE 430,Fall 2014-2015,Section:701,Class number:10103,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01516atLoop Campus,Harold Streeter,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=273,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10103&fid=360499
SE 430,Fall 2014-2015,Section:710,Class number:10104,Meeting time:-,Location:N/AatOnline Campus,Harold Streeter,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=273,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10104&fid=360499
SE 430,Summer 10 week 2013-2014,Section:201,Class number:41034,Meeting time:M5:45PM-9:00PM,Location:CDM 00218atLoop Campus,Harold Streeter,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=273,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20146&ClassNbr=41034&fid=360499
SE 430,Summer 10 week 2013-2014,Section:210,Class number:41035,Meeting time:-,Location:N/AatOnline Campus,Harold Streeter,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=273,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20146&ClassNbr=41035&fid=360499
SE 430,Spring 2013-2014,Section:901,Class number:30045,Meeting time:M5:45PM-9:00PM,Location:LEWIS 01009atLoop Campus,Kyung Yu,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=240,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30045&fid=273369
SE 430,Spring 2013-2014,Section:910,Class number:30046,Meeting time:-,Location:N/AatOnline Campus,Kyung Yu,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=240,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30046&fid=273369
SE 430,Winter 2013-2014,Section:801,Class number:20077,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01507atLoop Campus,Christopher Hield,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=391,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20077&fid=69823
SE 430,Winter 2013-2014,Section:810,Class number:20078,Meeting time:-,Location:N/AatOnline Campus,Christopher Hield,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=391,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20078&fid=69823
SE 430,Fall 2013-2014,Section:701,Class number:11018,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01207atLoop Campus,Kyung Yu,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=240,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11018&fid=273369
SE 430,Fall 2013-2014,Section:710,Class number:11019,Meeting time:-,Location:N/AatOnline Campus,Kyung Yu,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=240,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11019&fid=273369
SE 430,Summer I 2012-2013,Section:201,Class number:41356,Meeting time:MW6:00PM-9:15PM,Location:CDM 00218atLoop Campus,Atef Bader,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=259,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20134&ClassNbr=41356&fid=359814
SE 430,Summer I 2012-2013,Section:210,Class number:41357,Meeting time:-,Location:N/AatOnline Campus,Atef Bader,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=259,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20134&ClassNbr=41357&fid=359814
SE 430,Spring 2012-2013,Section:901,Class number:34619,Meeting time:Th5:45PM-9:00PM,Location:LEWIS 01108atLoop Campus,Atef Bader,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=259,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=34619&fid=359814
SE 430,Spring 2012-2013,Section:910,Class number:34620,Meeting time:-,Location:N/AatOnline Campus,Atef Bader,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=259,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=34620&fid=359814
SE 430,Winter 2012-2013,Section:801,Class number:24130,Meeting time:W5:45PM-9:00PM,Location:LEWIS 01507atLoop Campus,Christopher Hield,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=391,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24130&fid=69823
